entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	uniprot	cancer	cancer_type	cancer_dom	cancer_rec	duplicability	origin	mirna	function	chromosome	tstart	tend	aliases	main_refseq	duplicability_main_refseq	potential_false_positive	primary_sites	degree	betweenness	clustering	complexes
4066	LYL1	lymphoblastic leukemia associated hematopoiesis regulator 1	19p13.2	1046	6734	151440	NP_005574;XP_005259969;XP_006722815;XP_006722816;XP_006722817	NM_005583;XM_005259912;XM_006722752;XM_006722753;XM_006722754	ENSP00000264824	P12980	TRUE	cgc	1	0	0	Metazoans	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	13210136	13211985	|bHLHa18|	NP_005574	0	FALSE	1	9	103	0.3060	
4087	SMAD2	SMAD family member 2	18q21.1	3221	6768	601366	NP_001003652;NP_001129409;NP_005892;XP_005258316;XP_006722514	NM_001003652;NM_001135937;NM_005901;XM_005258259;XM_006722451	ENSP00000262160	Q15796	TRUE	can	0	0	1	Metazoans	3	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr18	45368201	45423127	|JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2|	NP_001003652	1	FALSE	2	369	543610	0.0300	47
4089	SMAD4	SMAD family member 4	18q21.1	2995	6770	600993	NP_005350	NM_005359	ENSP00000341551	Q13485	TRUE	cgc	0	1	0	Metazoans	19	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr18	48573417	48604834	|DPC4|JIP|MADH4|MYHRS|	NP_005350	0	FALSE	8	241	309758	0.0400	57
4094	MAF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	16q22-q23	1518	6776	177075	NP_001026974;NP_005351	NM_001031804;NM_005360	ENSP00000327048	O75444	TRUE	cgc	1	0	0	Metazoans	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr16	79628360	79633799	|CCA4|c-MAF|	NP_005351	0	FALSE	1	22	1860	0.2640	
4105	MAGEA6	melanoma antigen family A, 6	Xq28	2168	6804	300176	NP_005354;NP_787064	NM_005363;NM_175868	ENSP00000333487;ENSP00000359307;ENSP00000470872;ENSP00000472505	P43360	TRUE	can	0	0	6	Eukaryotes	2	-1	chrX	151869311	151870252	|CT1.6|MAGE-3b|MAGE3B|MAGE6|	NP_005354	6	FALSE	1	74	52413	0.0110	
4149	MAX	MYC associated factor X	14q23	1113	6913	154950	NP_001257997;NP_001257998;NP_002373;NP_660087;NP_660088;NP_660089;NP_932061	NM_001271068;NM_001271069;NM_002382;NM_145112;NM_145113;NM_145114;NM_145116;NM_197957;NR_073137;NR_073138;XR_429315	ENSP00000351490	P61244	TRUE	cgc	0	0	0	Metazoans	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr14	65543197	65560533	|bHLHd4|	NP_002373	0	FALSE	1	89	57587	0.0510	7
4193	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	12q14.3-q15	-	6973	164785	NP_001138809;NP_001138811;NP_001138812;NP_001265391;NP_002383;XP_005268929;XP_006719462;XP_006719463	NM_001145336;NM_001145337;NM_001145339;NM_001145340;NM_001278462;NM_002392;NM_006878;NM_006879;NM_006880;NM_006881;NM_006882;NM_032739;XM_005268872;XM_006719399;XM_006719400	ENSP00000417281	Q00987	TRUE	cgc	1	0	0	Metazoans	7	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr12	69202986	69233626	|ACTFS|hdm2|	NP_002383	0	FALSE	1	749	1400662	0.0290	21
4194	MDM4	MDM4, p53 regulator	1q32	4082	6974	602704	NP_001191100;NP_001191101;NP_001265445;NP_001265446;NP_001265447;NP_001265448;NP_002384;XP_006711391;XP_006711392	NM_001204171;NM_001204172;NM_001278516;NM_001278517;NM_001278518;NM_001278519;NM_002393;XM_006711328;XM_006711329;XR_241079;XR_426774;XR_426775	ENSP00000356150	O15151	TRUE	cgc	1	0	0	Vertebrates	7	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr1	204494647	204518807	|MDMX|	NP_002384	0	FALSE	1	58	22447	0.1740	2
4208	MEF2C	myocyte enhancer factor 2C	5q14.3	2809	6996	600662	NP_001124477;NP_001180276;NP_001180277;NP_001180278;NP_001180279;NP_002388;XP_005248568;XP_006714681;XP_006714682;XP_006714683;XP_006714684;XP_006714685;XP_006714686;XP_006714687;XP_006714688	NM_001131005;NM_001193347;NM_001193348;NM_001193349;NM_001193350;NM_002397;XM_005248511;XM_006714618;XM_006714619;XM_006714620;XM_006714621;XM_006714622;XM_006714623;XM_006714624;XM_006714625	ENSP00000346389	Q06413	TRUE	can	0	0	0	Eukaryotes	3	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr5	88018424	88119605	|C5DELq14.3|DEL5q14.3|	NP_001180276	0	FALSE	2	35	18026	0.1290	3
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	5q11.2	-	6848	600982	NP_005912;XP_005248576;XP_005248577	NM_005921;XM_005248519;XM_005248520	ENSP00000382423	Q13233	TRUE	can	0	0	0	Eukaryotes	2	Cellular metabolism,Cellular processes,Signal transduction	chr5	56111401	56189504	|MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6|	NP_005912	0	FALSE	1	203	124410	0.0560	2
4216	MAP3K4	mitogen-activated protein kinase kinase kinase 4	6q26	3886	6856	602425	NP_005913;NP_006715;XP_005267045;XP_005267046	NM_005922;NM_006724;XM_005266988;XM_005266989;XR_245517	ENSP00000375986	Q9Y6R4	TRUE	can	0	0	0	Eukaryotes	3	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr6	161412964	161536337	|MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412|	NP_005913	0	FALSE	1	32	3972	0.0890	2
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5	6q22.33	3904	6857	602448	NP_005914;XP_005267047;XP_005267048;XP_005267049;XP_006715545	NM_005923;XM_005266990;XM_005266991;XM_005266992;XM_006715482	ENSP00000351908	Q99683	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr6	136878899	137113295	|ASK1|MAPKKK5|MEKK5|	XP_005267048	0	FALSE	1	88	44195	0.0890	3
4221	MEN1	multiple endocrine neoplasia I	11q13	564	7010	613733	NP_000235;NP_570711;NP_570712;NP_570713;NP_570714;NP_570715;NP_570716;XP_005274058;XP_005274059;XP_005274060;XP_006718620	NM_000244;NM_130799;NM_130800;NM_130801;NM_130802;NM_130803;NM_130804;XM_005274001;XM_005274002;XM_005274003;XM_006718557	ENSP00000337088	O00255	TRUE	cgc	0	1	0	Metazoans	0	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr11	64571809	64577581	|MEAI|	NP_000235	0	FALSE	4	58	19848	0.1500	6
4224	MEP1A	meprin A, alpha (PABA peptide hydrolase)	6p12-p11	2666	7015	600388	NP_005579	NM_005588	ENSP00000230588	Q16819	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism	chr6	46761136	46806870	|PPHA|	NP_005579	0	FALSE	1	20	34503	0.0680	1
4233	MET	MET proto-oncogene, receptor tyrosine kinase	7q31	1280	7029	164860	NP_000236;NP_001120972;XP_006716051;XP_006716052;XP_006716053;XP_006716054	NM_000245;NM_001127500;XM_006715988;XM_006715989;XM_006715990;XM_006715991	ENSP00000262173;ENSP00000317272;ENSP00000369887	P08581	TRUE	cgc	1	0	0	Last Universal Common Ancestor	17	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	chr7	116339139	116436175	|AUTS9|HGFR|c-Met|	NP_001120972	0	FALSE	5	114	68508	0.0960	7
4261	CIITA	class II, major histocompatibility complex, transactivator	16p13	2475	7067	600005	NP_000237;NP_001273331;NP_001273332;XP_005255377;XP_005255378;XP_005255380;XP_006720943;XP_006720944;XP_006720945;XP_006720946	NM_000246;NM_001286402;NM_001286403;NR_104444;XM_005255320;XM_005255321;XM_005255323;XM_006720880;XM_006720881;XM_006720882;XM_006720883	ENSP00000316328	P33076	TRUE	cgc	1	0	0	Eukaryotes	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr16	10972803	11017157	|C2TA|CIITAIV|MHC2TA|NLRA|	XP_005255377	0	FALSE	1	28	9928	0.1510	
4286	MITF	microphthalmia-associated transcription factor	3p14.2-p14.1	1138	7105	156845	NP_000239;NP_001171896;NP_001171897;NP_006713;NP_937801;NP_937802;NP_937820;NP_937821;XP_005264811;XP_005264812;XP_006713227	NM_000248;NM_001184967;NM_001184968;NM_006722;NM_198158;NM_198159;NM_198177;NM_198178;XM_005264754;XM_005264755;XM_006713164	ENSP00000295600	O75030	TRUE	cgc	1	0	0	Metazoans	5	Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr3	69788749	70014396	|MI|WS2|WS2A|bHLHe32|	XP_005264811	0	FALSE	1	30	13794	0.1200	1
4288	MKI67	marker of proliferation Ki-67	10q26.2	8902	7107	176741	NP_001139438;NP_002408;XP_006717927	NM_001145966;NM_002417;XM_006717864	ENSP00000357643	P46013	TRUE	can	0	0	0	Metazoans	7	-1	chr10	129897457	129923931	|KIA|MIBMIB-1|PPP1R105|	NP_002408	0	FALSE	1	29	6571	0.1820	1
4291	MLF1	myeloid leukemia factor 1	3q25.1	3239	7125	601402	NP_001123628;NP_001123629;NP_001182361;NP_001182362;NP_001182363;NP_071888;XP_005247536;XP_005247537;XP_006713708	NM_001130156;NM_001130157;NM_001195432;NM_001195433;NM_001195434;NM_022443;XM_005247479;XM_005247480;XM_006713645	ENSP00000376568	P58340	TRUE	cgc	1	0	0	Metazoans	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development	chr3	158310221	158322988	|NA|	NP_001182361	0	FALSE	1	67	18575	0.0900	
4292	MLH1	mutL homolog 1	3p21.3	390	7127	120436	NP_000240;NP_001161089;NP_001161090;NP_001161091;NP_001245200;NP_001245202;NP_001245203;XP_005265218;XP_005265220;XP_005265221;XP_005265223	NM_000249;NM_001167617;NM_001167618;NM_001167619;NM_001258271;NM_001258273;NM_001258274;XM_005265161;XM_005265163;XM_005265164;XM_005265166;XR_427268	ENSP00000231790	P40692	TRUE	cgc	0	1	0	Last Universal Common Ancestor	3	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism	chr3	37035039	37092141	|COCA2|FCC2|HNPCC2|hMLH1|	NP_000240	0	FALSE	2	152	184705	0.0270	27
4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9	14q24.2	15965	6861	600136	NP_001271159;NP_001271160;NP_001271161;NP_149132;XP_005267740;XP_006720212;XP_006720213	NM_001284230;NM_001284231;NM_001284232;NM_033141;XM_005267683;XM_006720149;XM_006720150	ENSP00000451263	P80192	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr14	71197100	71275888	|MEKK9|MLK1|PRKE1|	NP_149132	0	FALSE	1	3	35	0.3330	
4297	KMT2A	lysine (K)-specific methyltransferase 2A	11q23	1162	7132	159555	NP_001184033;NP_005924;XP_006718902;XP_006718903	NM_001197104;NM_005933;NM_024891;XM_006718839;XM_006718840	ENSP00000472616	Q03164	TRUE	cgc	1	0	0	Last Universal Common Ancestor	5	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr11	118307228	118392884	|ALL-1|CXXC7|HTRX1|MLL|MLL1|MLL1A|TET1-MLL|WDSTS|	NP_001184033	0	FALSE	5	76	23149	0.1050	5
4298	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	19p13.3	15933	7134	159556	NP_005925;XP_005259618	NM_005934;XM_005259561	ENSP00000252674	Q03111	TRUE	cgc	1	0	0	Eukaryotes	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	6213056	6270773	|ENL|LTG19|YEATS1|	NP_005925	0	FALSE	1	28	1314	0.2060	4
4299	AFF1	AF4/FMR2 family, member 1	4q21	8871	7135	159557	NP_001160165;NP_005926;XP_005263064;XP_005263065;XP_005263066;XP_005263067;XP_005263068;XP_005263069;XP_005263070	NM_001166693;NM_005935;XM_005263007;XM_005263008;XM_005263009;XM_005263010;XM_005263011;XM_005263012;XM_005263013	ENSP00000378578	P51825	TRUE	cgc	1	0	0	Metazoans	1	-1	chr4	87967313	88056850	|AF4|MLLT2|PBM1|	NP_001160165	0	FALSE	1	26	2430	0.2060	1
4300	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	9p22	1163	7136	159558	NP_001273620;NP_004520	NM_001286691;NM_004529	ENSP00000369695	P42568	TRUE	cgc	1	0	0	Eukaryotes	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr9	20346444	20620833	|AF9|YEATS3|	NP_004520	0	FALSE	1	37	13797	0.1140	
4301	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	6q27	1164	7137	159559	NP_001035089;NP_001193937;XP_005267053;XP_005267054;XP_006715546;XP_006715547;XP_006715548;XP_006715549;XP_006715550;XP_006715551;XP_006715552;XP_006715553;XP_006715554;XP_006715555;XP_006715556;XP_006715557	NM_001040000;NM_001040001;NM_001207008;NM_005936;XM_005266996;XM_005266997;XM_006715483;XM_006715484;XM_006715485;XM_006715486;XM_006715487;XM_006715488;XM_006715489;XM_006715490;XM_006715491;XM_006715492;XM_006715493;XM_006715494;XR_427971	ENSP00000375956	P55196	TRUE	cgc	1	0	0	Metazoans	4	Signal transduction	chr6	168227813	168370612	|AF6|	XP_005267053	0	FALSE	1	58	47990	0.1010	1
4302	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	17q21	8978	7138	600328	NP_005928;XP_005257436;XP_005257437;XP_005257438;XP_006721973;XP_006721974;XP_006725387;XP_006725388;XP_006725389;XP_006725390;XP_006725391	NM_005937;XM_005257379;XM_005257380;XM_005257381;XM_006721910;XM_006721911;XM_006725324;XM_006725325;XM_006725326;XM_006725327;XM_006725328;XR_429892;XR_430782	ENSP00000316426	P55198	TRUE	cgc	1	0	0	Eukaryotes	5	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr17	36861886	36881848	|AF17|	XP_005257436	0	FALSE	1	23	14110	0.0590	
4303	FOXO4	forkhead box O4	Xq13.1	2070	7139	300033	NP_001164402;NP_005929	NM_001170931;NM_005938	ENSP00000363377	P98177	TRUE	cgc	1	0	0	Eukaryotes	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chrX	70316379	70321589	|AFX|AFX1|MLLT7|	NP_005929	0	FALSE	1	20	1150	0.2580	1
4306	NR3C2	nuclear receptor subfamily 3, group C, member 2	4q31.1	2991	7979	600983	NP_000892;NP_001159576;XP_005263071;XP_006714285	NM_000901;NM_001166104;XM_005263014;XM_006714222	ENSP00000341390	P08235	TRUE	can	0	0	0	Eukaryotes	9	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr4	149002498	149358012	|MCR|MLR|MR|NR3C2VIT|	NP_000892	0	FALSE	1	28	2616	0.2060	3
4322	MMP13	matrix metallopeptidase 13 (collagenase 3)	11q22.3	2522	7159	600108	NP_002418	NM_002427	ENSP00000260302;ENSP00000460695	P45452	TRUE	can	0	0	0	Eukaryotes	10	Cellular metabolism	chr11	102814998	102826434	|CLG3|MANDP1|MMP-13|	NP_002418	0	FALSE	1	8	7006	0.1430	1
4330	MN1	meningioma (disrupted in balanced translocation) 1	22q12.1	8862	7180	156100	NP_002421	NM_002430	ENSP00000304956	Q10571	TRUE	cgc	1	0	0	Vertebrates	4	Cell cycle,Regulation of intracellular processes and metabolism	chr22	28146906	28196531	|MGCR|MGCR1|MGCR1-PEN|	NP_002421	0	FALSE	1	2	0	1.0000	
4331	MNAT1	MNAT CDK-activating kinase assembly factor 1	14q23	4042	7181	602659	NP_001171434;NP_002422;XP_005267744;XP_005267745	NM_001177963;NM_002431;XM_005267687;XM_005267688	ENSP00000261245	P51948	TRUE	can	0	0	0	Eukaryotes	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr14	61201581	61435064	|CAP35|RNF66|TFB3|	NP_002422	0	FALSE	1	52	8080	0.1090	30
4342	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	8q11	1816	7199	190060	NP_005363	NM_005372	ENSP00000261326;ENSP00000357754	P00540	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular metabolism,Cellular processes	chr8	57025504	57026541	|MSV|	NP_005363	0	FALSE	1	48	21922	0.0870	
4352	MPL	MPL proto-oncogene, thrombopoietin receptor	1p34	-	7217	159530	NP_005364	NM_005373	ENSP00000361548	P40238	TRUE	cgc	1	0	0	Vertebrates	0	Signal transduction	chr1	43803520	43818440	|C-MPL|CD110|MPLV|THCYT2|TPOR|	NP_005364	0	FALSE	1	10	816	0.2440	1
4430	MYO1B	myosin IB	2q12-q34	8407	7596	606537	NP_001123630;NP_001155291;NP_036355;XP_005246626;XP_005246629;XP_005246632;XP_005246634;XP_006712599;XP_006712600	NM_001130158;NM_001161819;NM_012223;XM_005246569;XM_005246572;XM_005246575;XM_005246577;XM_006712536;XM_006712537	ENSP00000306382	O43795	TRUE	can	0	0	0	Eukaryotes	2	-1	chr2	192112684	192288683	|myr1|	XP_005246626	0	FALSE	2	26	1895	0.1080	
4436	MSH2	mutS homolog 2	2p21	389	7325	609309	NP_000242;NP_001245210;XP_005264389	NM_000251;NM_001258281;XM_005264332	ENSP00000233146	P43246	TRUE	cgc	0	1	0	Last Universal Common Ancestor	8	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism	chr2	47630331	47710085	|COCA1|FCC1|HNPCC1|LCFS2|	NP_000242	0	FALSE	2	109	27295	0.1000	33
4437	MSH3	mutS homolog 3	5q11-q12	2931	7326	600887	NP_002430	NM_002439	ENSP00000265081	P20585	TRUE	can	0	0	0	Last Universal Common Ancestor	1	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Immune system response	chr5	79950547	80171678	|NA|	NP_002430	0	FALSE	1	22	1565	0.2940	5
4478	MSN	moesin	Xq11.1	2399	7373	309845	NP_002435;XP_005262326	NM_002444;XM_005262269	ENSP00000353408	P26038	TRUE	cgc	1	0	2	Eukaryotes	2	Cell motility and interactions,Immune system response	chrX	64936680	64959752	|HEL70|	XP_005262326	2	FALSE	1	83	35704	0.0940	1
4481	MSR1	macrophage scavenger receptor 1	8p22	1092	7376	153622	NP_002436;NP_619729;NP_619730	NM_002445;NM_138715;NM_138716	ENSP00000262101	P21757	TRUE	can	0	0	0	Metazoans	0	Cellular processes	chr8	15967597	16035497	|CD204|SCARA1|SR-A|phSR1|phSR2|	NP_619729	0	FALSE	2	9	3609	0.0000	2
4485	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	3p21	798	7380	142408	NP_066278;XP_006713229;XP_006713230;XP_006713231;XP_006713232	NM_020998;XM_006713166;XM_006713167;XM_006713168;XM_006713169;XR_427269;XR_427270;XR_427271;XR_427272;XR_427273;XR_427274;XR_427275;XR_427276	ENSP00000414287	P26927	TRUE	can	0	0	2	Eukaryotes	1	Cellular metabolism,Multicellular activities	chr3	49721464	49726124	|NF15S2|	NP_066278	2	FALSE	1	12	977	0.0450	
4486	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	3p21.3	2545	7381	600168	NP_001231866;NP_002438;XP_005265227	NM_001244937;NM_002447;XM_005265170;XR_245136	ENSP00000296474	Q04912	TRUE	can	0	0	0	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr3	49924743	49941042	|CD136|CDw136|PTK8|RON|	XP_005265227	0	FALSE	1	28	10680	0.2940	
4513	COX2	cytochrome c oxidase subunit II	-	-	-	516040	YP_003024029	-	ENSP00000354876;ENSP00000356438	P00403	TRUE	can	0	0	-1	Last Universal Common Ancestor	3	Cellular metabolism,Cellular processes	-	0	0	|COII|MTCO2|MT-CO2|	-	-1	FALSE	1				
4515	MTCP1	mature T-cell proliferation 1	Xq28	2122	7423	300116	NP_001018025	NM_001018025;NM_014221	ENSP00000358491;ENSP00000471104	P56278	TRUE	cgc	1	0	0	Eukaryotes	1	-1	chrX	154293768	154294285	|P13MTCP1|	NP_001018025	0	FALSE	1	5	913	0.4000	
4582	MUC1	mucin 1, cell surface associated	1q21	1152	7508	158340	NP_001018016;NP_001018017;NP_001037855;NP_001037856;NP_001037857;NP_001037858;NP_001191214;NP_001191215;NP_001191216;NP_001191217;NP_001191218;NP_001191219;NP_001191220;NP_001191221;NP_001191222;NP_001191223;NP_001191224;NP_001191225;NP_001191226;NP_002447	NM_001018016;NM_001018017;NM_001018021;NM_001044390;NM_001044391;NM_001044392;NM_001044393;NM_001204285;NM_001204286;NM_001204287;NM_001204288;NM_001204289;NM_001204290;NM_001204291;NM_001204292;NM_001204293;NM_001204294;NM_001204295;NM_001204296;NM_001204297;NM_002456;NM_182741	ENSP00000255389;ENSP00000357380	P15941	TRUE	cgc	1	0	0	Vertebrates	9	-1	chr1	155158614	155162634	|ADMCKD|ADMCKD1|CA 15-3|CD227|H23AG|KL-6|MAM6|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|	NP_001191215	0	FALSE	1	40	29949	0.1740	
4583	MUC2	mucin 2, oligomeric mucus/gel-forming	11p15.5	-	7512	158370	NP_002448	NM_002457	ENSP00000415183	Q02817	TRUE	can	0	0	0	Eukaryotes	0	Multicellular activities	chr11	1074902	1104260	|MUC-2|	NP_002448	0	FALSE	1	5	4491	0.1000	
4585	MUC4	mucin 4, cell surface associated	3q29	11829	7514	158372	NP_004523;NP_060876;NP_612154	NM_004532;NM_018406;NM_138297;NM_138298;NM_138299	ENSP00000417498	Q99102	TRUE	can	0	0	0	Metazoans	2	Cell motility and interactions	chr3	195474050	195518372	|ASGP|HSA276359|MUC-4|	NP_060876	0	TRUE	1	2	14562	0.0000	
4588	MUC6	mucin 6, oligomeric mucus/gel-forming	11p15.5	-	7517	158374	NP_005952;XP_006725595;XP_006725823	NM_005961;XM_006725532;XM_006725760	ENSP00000406861	Q6W4X9	TRUE	can	0	0	0	Eukaryotes	1	Multicellular activities	chr11	1013459	1036655	|MUC-6|	NP_005952	0	FALSE	1	1	0	0.0000	
